Name,Position,Total Pass,Accurate Pass,Total Long Balls,Accurate Long Balls,Total Cross,Accurate Cross,Aerial Won,Aerial Lost,Duel Lost,Duel Won,Total Dribbles,Successful Dribbles,Big Chance Created,Big Chance Missed,Interception Won,Dribbled Past,Dispossessed,Error Lead To Shot,Total Tackle,Fouls,Was Fouled,Total Clearance,Key Pass,Shots On Target,Shots Off Target,Goal Assist,Goals,Woodwork,Saves,Punches,Save From Inside The Box,Last Man Tackle,Shots Blocked,Blocked Shots,Total Keeper Sweeper,Accurate Keeper Sweeper,Touches,Total OffSide,Possession Lost Ctrl,Own Goals,MinutesPlayed,place,Team,SofaScore Rating
P. Diop,M,31,16,4,0,0,0,7,2,5,10,0,0,0,0,4,0,1,0,1,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,17,0,90,Home,Eibar,7.1
E. Expósito,M,32,27,7,4,0,0,2,0,1,8,2,2,1,0,0,0,0,0,2,1,2,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,49,0,8,0,89,Home,Eibar,7.7
B. Gil,M,32,24,1,0,10,1,0,1,4,10,8,6,0,0,2,0,1,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,62,0,23,0,90,Home,Eibar,7.6
K. García,F,14,8,0,0,0,0,2,3,8,11,5,4,1,2,0,0,0,0,1,5,4,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,38,1,12,0,88,Home,Eibar,6.6
Y. Muto,F,10,6,0,0,0,0,2,3,7,5,3,2,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,8,0,77,Home,Eibar,6.6
Y. Rodríguez,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Eibar,0
A. Pozo,D,4,1,2,0,0,0,0,1,2,3,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,28,Home,Eibar,6.6
J. A. Martinez,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Eibar,0
R. Soares,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Eibar,0
E. Burgos,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Eibar,0
S. Álvarez,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Home,Eibar,0
T. Inui,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Eibar,0
D. Kądzior,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Eibar,0
R. Olabe,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Eibar,0
Recio,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Eibar,0
S. Enrich,F,1,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,13,Home,Eibar,5.7
D. Soria,G,27,11,25,9,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,2,0,0,0,0,0,40,0,17,0,90,Away,Getafe,8
D. Suárez,D,33,20,9,4,1,0,1,1,11,3,0,0,0,0,2,7,1,0,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0,21,0,90,Away,Getafe,6
Chema,D,19,10,9,3,0,0,0,3,5,2,0,0,0,0,0,1,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,9,0,90,Away,Getafe,6.6
Djené,D,27,14,9,4,0,0,2,2,5,5,0,0,0,0,3,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,41,0,13,0,90,Away,Getafe,7.8
M. Olivera,D,27,14,4,0,1,0,5,5,9,9,3,1,0,0,1,0,1,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,20,0,90,Away,Getafe,6.8
A. Nyom,M,11,7,2,0,2,0,0,1,5,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,61,Away,Getafe,6.1
D. Timor,M,39,18,12,3,3,0,4,0,2,7,0,0,0,0,4,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,24,0,90,Away,Getafe,6.7
M. Arambarri,M,26,15,8,5,4,0,1,2,6,6,2,2,0,0,0,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,0,15,0,90,Away,Getafe,6.5
M. Cucurella,M,27,18,3,2,6,1,5,6,12,7,1,1,0,0,1,0,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,20,0,90,Away,Getafe,6.5
C. Hernández,F,31,17,1,0,1,0,4,7,8,7,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,46,1,18,0,90,Away,Getafe,7.1
J. Mata,F,18,10,3,1,2,0,3,3,8,6,1,1,0,0,1,1,1,0,0,4,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,34,0,14,0,90,Away,Getafe,7
R. Yáñez,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
X. Etxeita,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
R. Nolan,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
F. Portillo,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
A. Palaversa,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
V. Mollejo,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
A. Diaby,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
E. Ünal,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Getafe,0
Á. Rodríguez,F,6,3,0,0,1,0,0,1,5,0,1,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,29,Away,Getafe,6.5
J. Oblak,G,26,12,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,32,0,14,0,90,Home,Atlético Madrid,7.7
K. Trippier,D,57,49,8,4,4,2,1,0,2,4,2,1,0,0,2,0,0,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,14,0,90,Home,Atlético Madrid,7.4
S. Savić,D,53,49,10,7,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,58,0,4,0,90,Home,Atlético Madrid,7.4
J. Giménez,D,35,31,5,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,41,0,4,0,90,Home,Atlético Madrid,7.2
M. Hermoso,D,58,45,11,6,0,0,2,2,4,5,0,0,0,0,1,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,16,0,90,Home,Atlético Madrid,7.1
Y. Carrasco,M,42,36,1,1,2,0,0,1,6,6,5,4,0,0,1,2,0,0,1,3,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,60,1,12,0,89,Home,Atlético Madrid,7.5
M. Llorente,M,28,24,1,0,1,0,0,1,5,1,2,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,40,0,8,0,73,Home,Atlético Madrid,6.3
Koke,M,72,67,4,3,4,1,1,1,4,5,2,1,0,0,2,1,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,12,0,90,Home,Atlético Madrid,7.2
S. Ñíguez,M,47,43,1,1,1,0,0,2,5,2,1,1,0,0,0,2,1,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,59,0,7,0,90,Home,Atlético Madrid,6.8
Á. Correa,F,27,24,1,1,3,0,0,1,8,2,3,1,1,0,1,1,1,0,1,3,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,44,0,12,0,84,Home,Atlético Madrid,7.3
J. Félix,F,46,42,1,1,0,0,1,0,5,6,4,1,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,0,9,0,84,Home,Atlético Madrid,6.6
I. Grbić,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Atlético Madrid,0
R. Sánchez,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Atlético Madrid,0
R. Lodi,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Atlético Madrid,0
Felipe,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Home,Atlético Madrid,0
T. Lemar,M,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,11,Home,Atlético Madrid,6.8
T. Moya,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Atlético Madrid,0
Vitolo,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Atlético Madrid,0
G. Kondogbia,M,6,5,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,11,Home,Atlético Madrid,6.6
S. Camello,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Atlético Madrid,0
I. Šaponjić,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Atlético Madrid,0
D. Costa,F,20,16,1,0,0,0,1,1,4,2,1,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,10,0,17,Home,Atlético Madrid,6.6
M. t. Stegen,G,19,18,8,7,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27,0,1,0,90,Away,Barcelona,5.9
S. Roberto,D,80,73,0,0,0,0,3,2,4,7,0,0,0,0,3,0,0,0,2,2,2,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,96,0,7,0,89,Away,Barcelona,7.3
G. Piqué,D,57,55,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,4,0,62,Away,Barcelona,6.9
C. Lenglet,D,65,59,8,5,0,0,2,1,2,7,0,0,0,1,4,0,0,0,3,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6,0,90,Away,Barcelona,7.5
J. Alba,D,75,65,10,6,3,1,0,0,1,2,1,0,0,0,1,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,13,0,90,Away,Barcelona,7.3
M. Pjanić,M,68,61,1,1,1,0,1,0,2,5,0,0,0,0,0,1,1,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,81,0,9,0,83,Away,Barcelona,7.1
F. de Jong,M,79,73,7,6,0,0,1,0,2,7,1,1,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89,0,8,0,90,Away,Barcelona,7.4
O. Dembélé,F,45,37,4,3,3,2,0,2,6,5,4,2,0,0,1,1,1,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,67,1,15,0,90,Away,Barcelona,7.2
L. Messi,F,45,36,3,3,9,3,1,0,6,8,8,4,1,0,0,0,2,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,72,0,23,0,90,Away,Barcelona,7.1
Pedri,M,20,17,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,7,0,57,Away,Barcelona,6.1
A. Griezmann,F,25,22,1,1,0,0,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33,1,5,0,83,Away,Barcelona,6.9
Neto,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Barcelona,0
A. Tenas,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Barcelona,0
O. Mingueza,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Barcelona,0
J. Firpo,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Barcelona,0
S. Dest,D,16,16,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,28,Away,Barcelona,6.3
R. Puig,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Barcelona,0
C. Aleñá,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Barcelona,0
P. Coutinho,M,16,11,1,0,3,0,0,1,4,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,9,0,33,Away,Barcelona,6.4
F. Trincão,F,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,12,Away,Barcelona,6.7
M. Braithwaite,F,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,12,Away,Barcelona,6.4
Tomáš Vaclík,G,27,19,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,34,0,8,0,90,Home,Sevilla,6.6
J. Navas,D,49,38,11,7,10,3,0,0,1,2,2,2,2,0,1,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,71,0,20,0,90,Home,Sevilla,7.6
J. Koundé,D,70,61,8,5,0,0,1,1,4,6,3,2,0,0,1,1,0,0,0,1,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,87,0,10,0,90,Home,Sevilla,7.2
D. Carlos,D,59,55,15,14,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,63,0,4,0,90,Home,Sevilla,7
M. Acuña,D,21,17,4,3,3,1,0,0,2,2,2,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,7,0,33,Home,Sevilla,6.9
J. Jordán,M,52,44,10,9,3,2,0,1,3,5,0,0,0,0,1,1,0,0,2,1,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,69,0,12,0,81,Home,Sevilla,7.5
Fernando,M,51,50,8,8,0,0,1,1,4,6,1,1,1,0,2,1,0,0,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,64,0,2,0,90,Home,Sevilla,7.9
I. Rakitić,M,52,43,8,5,1,0,3,0,1,8,1,1,0,0,0,0,1,0,3,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,68,1,12,0,90,Home,Sevilla,7.2
L. Ocampos,F,27,22,1,1,4,0,1,1,5,12,10,8,0,1,0,1,0,0,0,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,60,0,20,0,81,Home,Sevilla,7.2
Y. En-Nesyri,F,15,9,0,0,0,0,8,8,11,8,0,0,0,1,1,1,1,0,0,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,25,0,8,0,68,Home,Sevilla,7
Ó. Torres,M,33,29,3,3,2,0,0,0,4,2,0,0,0,0,1,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0,12,0,68,Home,Sevilla,6.9
A. Pastor,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Sevilla,0
J. Díaz,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Sevilla,0
S. Escudero,D,30,29,0,0,3,0,1,2,5,6,1,1,0,0,1,1,0,0,1,2,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,54,0,6,0,57,Home,Sevilla,7.3
S. Gómez,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Sevilla,0
A. Vidal,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Sevilla,0
K. Rekik,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Sevilla,0
F. Vázquez,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Sevilla,0
N. Gudelj,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,Sevilla,0
Ó. Rodríguez,M,7,7,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,9,Home,Sevilla,6.8
L. d. Jong,F,2,0,0,0,0,0,1,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,22,Home,Sevilla,6.7
M. E. Haddadi,F,6,5,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,11,0,2,0,22,Home,Sevilla,7.3
O. Idrissi,F,1,1,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,Home,Sevilla,6.6
R. Blanco,G,30,20,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,38,0,10,0,90,Away,Celta Vigo,6.9
H. Mallo,D,39,29,4,2,3,0,3,1,9,5,3,0,1,0,0,1,1,0,1,3,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,70,0,22,0,90,Away,Celta Vigo,6.1
J. Aidoo,D,18,15,1,1,0,0,1,3,3,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,0,42,Away,Celta Vigo,6.5
J. Murillo,D,37,31,5,3,0,0,4,5,7,5,0,0,0,0,1,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,6,0,90,Away,Celta Vigo,6
L. Olaza,D,27,23,4,3,2,0,0,0,3,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,10,0,90,Away,Celta Vigo,5.9
B. Méndez,M,43,33,3,2,2,0,1,2,9,6,1,0,0,1,0,3,0,0,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,61,0,15,0,90,Away,Celta Vigo,6.4
R. Tapia,M,35,27,3,2,0,0,1,3,6,2,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,10,0,88,Away,Celta Vigo,6.2
Nolito,M,24,18,2,2,0,0,0,1,5,2,1,0,0,0,1,2,0,0,1,1,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,38,0,8,0,68,Away,Celta Vigo,7.1
D. Suárez,M,55,44,3,1,1,0,1,0,7,2,0,0,1,0,0,4,1,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,14,0,90,Away,Celta Vigo,6.1
I. Aspas,F,23,20,0,0,0,0,2,2,5,6,4,3,1,1,1,2,0,0,0,0,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,39,1,6,0,90,Away,Celta Vigo,7.6
S. Mina,F,22,19,3,3,0,0,1,3,8,11,3,3,0,1,0,1,1,0,2,3,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,6,0,90,Away,Celta Vigo,7
I. Villar,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Celta Vigo,0
N. Araujo,D,26,20,4,2,0,0,4,0,1,5,0,0,0,0,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,8,0,48,Away,Celta Vigo,6.4
D. Costas,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Celta Vigo,0
D. Junca,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Celta Vigo,0
J. Fontán,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Celta Vigo,0
J. Sáenz,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Celta Vigo,0
S. Carreira,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Celta Vigo,0
G. Veiga,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Celta Vigo,0
F. Beltran,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Celta Vigo,0
M. Baeza,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Away,Celta Vigo,0
O. Yokuşlu,M,7,6,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,22,Away,Celta Vigo,6.3
M. Rodríguez,F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Away,Celta Vigo,0
S. Asenjo,G,22,19,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,90,Home,Villarreal,6.3
M. Gaspar,D,39,36,1,0,1,0,1,1,6,7,1,0,0,0,0,2,0,0,5,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,5,0,88,Home,Villarreal,6.8
R. Albiol,D,70,64,8,4,0,0,0,2,2,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77,0,7,0,90,Home,Villarreal,6.9
P. Torres,D,72,68,4,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81,0,4,0,90,Home,Villarreal,7.2
A. Pedraza,D,30,26,0,0,7,1,0,0,5,3,1,1,0,0,0,0,2,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,53,0,14,0,61,Home,Villarreal,6.1
M. Trigueros,M,38,29,3,0,3,0,1,0,5,5,2,2,0,0,0,3,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,47,0,12,0,61,Home,Villarreal,6.6
